original_folder	breed_name	filename	description
n02098413-Lhasa	Lhasa	n02098413_20398.jpg	"The dog is a Lhasa.  
It has a fluffy, light tan coat with slightly darker fur around the ears and face, giving it a soft, cloud-like appearance. The dog is wearing a light blue bandana adorned with white cloud patterns, adding a playful touch to its look. It is sitting on a beige carpeted floor, looking upward with its head tilted to one side, possibly in curiosity or attentiveness. The background includes a partially visible white door and dark furniture, suggesting an indoor home setting. The lighting is warm, enhancing the cozy atmosphere of the scene."
n02098413-Lhasa	Lhasa	n02098413_18647.jpg	"The dog is a Lhasa.  
It has a fluffy, light golden coat with slightly darker fur around its muzzle and ears, giving it a gentle, expressive face. The dog is lying comfortably on a set of carpeted stairs, stretching out with one front paw dangling over the edge of a step. Sunlight filters through nearby blinds, casting striped shadows across the steps and the dog’s body, creating a warm and peaceful atmosphere. The stairwell appears to be indoors, with neutral-colored walls and a wooden handrail visible at the top. The dog looks relaxed and content, enjoying a quiet moment in the sunlight."
n02098413-Lhasa	Lhasa	n02098413_49.jpg	"The dog is a Lhasa.  
It has long, flowing golden fur that covers its face and body, giving it a fluffy and somewhat shaggy appearance. The dog’s eyes are partially obscured by its hair, and its mouth is slightly open, revealing its teeth in a relaxed or playful expression. A small green hair tie is visible on top of its head, suggesting the fur has been styled. It appears to be lying down, resting against a light-colored wall, with a black object—possibly a bag or piece of clothing—nearby. The overall setting seems casual and indoors, likely a home environment."
n02098413-Lhasa	Lhasa	n02098413_1655.jpg	"The dog is a Lhasa.  
It has a fluffy, soft coat that is predominantly white with light tan markings on its face and ears. The fur around its eyes and muzzle is slightly darker, giving it a gentle, expressive look. Its ears are floppy and covered in long, silky hair, framing its small, dark eyes. The dog is lying down on a textured white carpet, appearing relaxed and calm. The lighting is soft, highlighting the fluffiness of its fur and creating a cozy atmosphere."
n02098413-Lhasa	Lhasa	n02098413_244.jpg	"The dog is a Lhasa.  
It has a fluffy, predominantly white coat with patches of gray and black, especially around its ears and face. The dog is sitting upright on a light-colored armchair with wooden arms, looking directly at the camera with an alert expression. Behind it stands a beautifully decorated Christmas tree adorned with colorful ornaments and twinkling lights, creating a warm holiday atmosphere. The room features hardwood flooring, a window showing the night outside, and a small side table with decorative items, adding to the cozy indoor setting."
n02098413-Lhasa	Lhasa	n02098413_1107.jpg	"The dog is a Lhasa.  
It has fluffy, predominantly white fur with subtle beige markings around its ears and face, giving it a soft, well-groomed appearance. The dog is lying comfortably on a green bedspread, propped up on its front paws with an alert and curious expression, its dark eyes fixed directly at the camera. It wears a black collar with a silver bone-shaped tag hanging from it. The background reveals a cozy bedroom setting with wooden furniture, a shelf filled with toys, and framed pictures on the wall. The overall atmosphere is warm and homely, suggesting the dog is in a loving, lived-in space."
n02098413-Lhasa	Lhasa	n02098413_3152.jpg	"The dog is a Lhasa.  
It has long, flowing fur that is a mix of light brown and cream, giving it a fluffy and elegant appearance. The fur around its face is particularly thick, partially covering its eyes and adding to its distinctive look. The dog is standing on a paved surface with visible shadows cast by nearby structures, suggesting it's outdoors in sunlight. Its posture is upright and alert, with its tail curled up over its back. A leash is attached to the dog, indicating it is being walked."
n02098413-Lhasa	Lhasa	n02098413_12198.jpg	"The dog is a Lhasa.  
It has long, shaggy fur that is predominantly light gray with darker patches, especially around the ears and face. The fur partially covers its eyes, giving it a distinctive, mysterious look. Its tongue is slightly sticking out, suggesting it might be panting or relaxed. The dog appears to be lying down on a patterned, dark-colored fabric, possibly a couch or blanket. The lighting is soft, highlighting the texture of its thick coat."
n02098413-Lhasa	Lhasa	n02098413_5476.jpg	"The dog is a Lhasa.  
It has long, fluffy white fur with some grayish tones around the face and ears, giving it a soft and slightly weathered appearance. The dog is wearing a bright pink mesh harness, suggesting it is out for a walk. Its dark, expressive eyes and small black nose are prominent, and its mouth appears slightly open, revealing a hint of its tongue. It is standing on a stone ledge, looking directly at the camera with an alert yet calm demeanor. In the background, there's a grassy park area with trees and a person walking in the distance, indicating a peaceful outdoor setting."
n02098413-Lhasa	Lhasa	n02098413_2199.jpg	"The dog is a Lhasa.  
It has long, fluffy fur that is predominantly white with grayish tones around the face and beard, giving it a distinguished, elderly appearance. The dog is sitting upright on a wooden bench, wearing a black and yellow coat with a harness-like strap across its chest. Its dark eyes are slightly squinted, and its nose is black and prominent, adding to its expressive face. The background features light-colored wooden slats and a pale wall, suggesting an outdoor or porch setting. The overall atmosphere is calm and cozy, highlighting the dog's regal and serene demeanor."
n02098413-Lhasa	Lhasa	n02098413_5409.jpg	"The dog is a Lhasa.  
It has long, fluffy fur that is a mix of light brown, cream, and black, with darker patches around its muzzle and eyes. The dog's expression is endearing, with dark, round eyes and a slightly open mouth showing its pink tongue. It is lying down on a wooden surface, likely a floor or table, with its front paws stretched out in front. The fur appears soft and well-groomed, with some strands standing up on top of its head, giving it a playful look. The background is blurred, drawing attention to the dog’s face and cozy posture."
n02098413-Lhasa	Lhasa	n02098413_4651.jpg	"The dog is a Lhasa.  
It has long, fluffy fur that is a mix of white, gray, and light brown, with darker markings around its eyes and ears. The dog appears calm and is sitting upright, being held by a person who is partially visible in the frame. It has a small blue tag or accessory attached to its collar. The background features lush green foliage and flowering plants, suggesting an outdoor garden setting. The overall atmosphere is peaceful and natural."
n02098413-Lhasa	Lhasa	n02098413_2047.jpg	"The dog is a Lhasa.  
It has long, fluffy white fur that covers its face and body, giving it a soft and gentle appearance. The dog's eyes are dark and expressive, partially framed by the fur around its muzzle, which adds to its endearing look. It is sitting upright on what appears to be a surface near an open doorway, with its front paws visible and ears slightly flopped forward. The background includes a light-colored wall and a window with natural light streaming in, suggesting an indoor setting. A door with a gold-colored hinge is visible to the right, contributing to the homey atmosphere."
n02098413-Lhasa	Lhasa	n02098413_21040.jpg	"The dog is a Lhasa.  
It has a fluffy, cream-colored coat that appears soft and well-groomed, with long fur framing its face and covering its eyes slightly. The dog’s expression is calm and somewhat serious, with dark, expressive eyes peeking through the fur. It is sitting upright on what seems to be a dark surface, possibly a couch or cushion, with its front paws tucked neatly beneath its body. The background includes a wooden floor and some indistinct household items, suggesting an indoor setting. Warm lighting casts a cozy glow over the scene, highlighting the texture of the dog's fur."
n02098413-Lhasa	Lhasa	n02098413_20830.jpg	"The dog is a Lhasa.  
It has long, fluffy fur that is predominantly gray with white markings on its face and chest. The dog’s eyes are gently closed, giving it a serene and relaxed expression. It appears to be lying down comfortably on a light-colored surface, possibly a bed or couch, with a patterned green and white pillow behind it. A person is partially visible in the foreground, looking toward the dog with a calm demeanor. The lighting is dim, suggesting an indoor setting during the evening or night."
n02098413-Lhasa	Lhasa	n02098413_1355.jpg	"The dog is a Lhasa.  
It has a fluffy, long coat with a mix of white, tan, and black fur, particularly around its face and ears. The puppy’s dark, expressive eyes and small black nose stand out against its soft facial markings. It appears to be resting comfortably in someone's arms, nestled against a red garment with a visible zipper, possibly a jacket or hoodie. The background is slightly blurred, suggesting an indoor setting with warm lighting. The overall impression is one of coziness and affection, as the puppy looks calm and content."
n02098413-Lhasa	Lhasa	n02098413_3095.jpg	"The dog is a Lhasa.  
It has long, flowing fur that is a soft blend of cream and light golden tones, cascading down its body and partially obscuring its face. The dog is sitting upright on a small, minimalist metal stool with a white seat, positioned on a wooden floor. Its posture is calm and composed, with its head slightly turned to the side, revealing one dark, expressive eye. The background is plain and neutral, likely a wall, which emphasizes the dog’s fluffy appearance. The lighting is soft and natural, highlighting the texture and volume of its coat."
n02098413-Lhasa	Lhasa	n02098413_20034.jpg	"The dog is a Lhasa.  
It has a fluffy, long white coat that covers its entire body, giving it a soft and cloud-like appearance. The dog is standing on a patch of green grass, looking up directly at the camera with dark, expressive eyes and a small black nose. Its tail is curved upward and covered in thick fur, adding to its charming look. A black leash is attached to its collar, extending toward the person taking the photo, whose white sneakers are visible at the bottom of the frame. The surrounding area includes a brick-paved walkway next to the grass, suggesting a backyard or garden setting."
n02098413-Lhasa	Lhasa	n02098413_20657.jpg	"The dog is a Lhasa.  
It has a fluffy, light-colored coat with a mix of cream and soft beige tones, and its fur appears slightly tousled. The dog is sitting calmly on the lap of a person who is seated on the floor, looking directly at the camera with an attentive expression. Its ears are floppy and covered in long hair, adding to its gentle appearance. The setting seems to be a cozy indoor environment, possibly a living room, with dim lighting and household items visible in the background. The person is wearing casual clothing and appears relaxed, suggesting a comfortable and affectionate moment shared between them and the dog."
n02098413-Lhasa	Lhasa	n02098413_8687.jpg	"The dog is a Lhasa.  
It has a fluffy coat with a mix of gray, white, and black fur, particularly prominent around its face and ears. The dog's eyes are large, dark, and expressive, giving it an attentive and curious look. Its head is slightly tilted upward as it peers out from behind what appears to be a wooden door or furniture edge. The background is softly blurred, suggesting an indoor setting with warm wooden tones. The lighting highlights the soft texture of its fur and adds depth to its facial features."
n02098413-Lhasa	Lhasa	n02098413_3285.jpg	"The dog is a Lhasa.  
It has long, fluffy white fur that covers its face and body, giving it a soft, cloud-like appearance. The dog is sitting upright on a beige carpeted floor, with its head tilted slightly upward, as if looking at something above. It wears a dark brown collar with a bow-like attachment around its neck. In the background, there are household items such as a folded blanket, a chair, and some clutter, suggesting an indoor living space. The lighting is warm and dim, creating a cozy atmosphere."
n02098413-Lhasa	Lhasa	n02098413_11385.jpg	"The dog is a Lhasa.  
It has long, flowing white fur that covers its face and ears, giving it a soft, fluffy appearance. The dog is lying down with its front paws stretched out in front, appearing relaxed and calm. It wears a dark collar with a yellow tag attached, which stands out against its light-colored coat. The background suggests an indoor setting, possibly a home, with wooden paneling and a light-colored surface beneath the dog. Its dark eyes and nose contrast gently with the pale fur, adding to its gentle expression."
n02098413-Lhasa	Lhasa	n02098413_8001.jpg	"The dog is a Lhasa.  
It has long, silky fur that is predominantly light cream with darker gray and black markings around the muzzle and eyes. The fur on its face is well-groomed, framing its expressive dark eyes and small, black nose. Its ears are covered in soft, flowing hair that blends seamlessly into the rest of its coat. The dog appears to be sitting calmly, possibly on a grooming table, as suggested by the blurred background containing what looks like grooming tools and colorful items. The lighting is soft, highlighting the texture and layers of its luxurious coat."
n02098413-Lhasa	Lhasa	n02098413_5658.jpg	"The dog is a Lhasa.  
It has long, fluffy fur that is predominantly white with patches of gray and black, especially around the face and ears. The dog is lying on its side on a dark blue, wrinkled bedsheet, appearing relaxed and comfortable. Its head is slightly tilted, and its eyes are gently focused forward, giving it a calm and curious expression. The lighting is soft, highlighting the texture of its fur and creating subtle shadows across the fabric beneath. The overall scene conveys a cozy and peaceful atmosphere."
n02098413-Lhasa	Lhasa	n02098413_6113.jpg	"The dog is a Lhasa.  
It has a long, shaggy coat with a mix of gray and light brown fur, giving it a soft and slightly unkempt appearance. The dog’s dark eyes and black nose stand out against its fluffy face, and it appears to be looking directly at the camera with a calm expression. It is being held close by a person wearing a pink top, suggesting a cozy and affectionate moment. The background includes a dimly lit room with a shelf holding various small items, such as a glass vase and a clock, adding a homely atmosphere. The overall scene conveys warmth and companionship between the person and the dog."
n02098413-Lhasa	Lhasa	n02098413_7144.jpg	"The dog is a Lhasa.  
It has long, soft, cream-colored fur that frames its face and gives it a gentle, fluffy appearance. The dog’s dark, expressive eyes are slightly set apart, and its small black nose contrasts with the light fur around it. Its mouth is closed, and a hint of pinkish-brown fur can be seen near the lips, possibly from grooming or natural pigmentation. The dog appears to be looking directly at the camera with a calm and curious expression. The background is blurred, suggesting an outdoor setting with bright, natural lighting, possibly under a clear sky."
n02098413-Lhasa	Lhasa	n02098413_1552.jpg	"The dog is a Lhasa.  
It has a fluffy, golden-brown coat with longer fur around its face and ears, giving it a soft, expressive look. The dog is lying down on a light gray towel placed on a wooden floor, appearing relaxed and comfortable. Its dark eyes are partially closed, and its nose is black and prominent, adding to its gentle demeanor. The lighting in the room is warm, creating a cozy atmosphere. The dog’s posture suggests it is resting peacefully, possibly enjoying a quiet moment indoors."
n02098413-Lhasa	Lhasa	n02098413_6737.jpg	"The dog is a Lhasa.  
It has a long, shaggy coat that is a mix of gray, white, and light brown, giving it a soft and fluffy appearance. The fur around its face is particularly dense, partially covering its eyes and adding to its gentle expression. The dog stands alertly on all fours, with its tail curled up over its back, suggesting a confident yet calm demeanor. It is positioned on a gravelly, rocky surface scattered with small stones and patches of dry soil, typical of a desert or arid environment. Sparse green vegetation and larger rocks are visible in the background, indicating an outdoor setting under bright sunlight."
n02098413-Lhasa	Lhasa	n02098413_5382.jpg	"The dog is a Lhasa.  
It has long, flowing fur that is light golden-brown with darker shading around the ears and face. The dog is lying down on a grassy lawn, appearing relaxed with its tongue slightly out, giving it a calm and content expression. Its head is turned to the side, showcasing its fluffy mane and expressive eyes. The surrounding environment is a lush green yard with scattered leaves and some foliage in the background, suggesting a peaceful outdoor setting. The lighting indicates it might be late afternoon or early evening."
n02098413-Lhasa	Lhasa	n02098413_5474.jpg	"The dog is a Lhasa.  
It has a fluffy, long white coat that covers most of its body, giving it a soft and cloud-like appearance. The dog’s face is partially obscured by its thick fur, with dark eyes and a black nose peeking through. Its tail is curled up over its back, adding to its charming and poised look. It is sitting on a bright red fabric background, which contrasts sharply with its white fur. A yellow label at the bottom right corner identifies the breed as ""LHASA APSO."""
n02098413-Lhasa	Lhasa	n02098413_6162.jpg	"The dog is a Lhasa.  
It has long, flowing fur that is light golden-brown in color, cascading down its body and framing its face. The dog's hair is styled with two small red bows on top of its head, adding a decorative touch. It is lying down on a patterned stone patio, looking directly at the camera with its mouth slightly open and tongue visible. The background features greenery, including plants and trees, along with a tiled wall and a glimpse of a garden area. The overall setting appears to be a peaceful outdoor space, possibly a backyard or courtyard."
n02098413-Lhasa	Lhasa	n02098413_342.jpg	"The dog is a Lhasa.  
It has long, fluffy fur in shades of light brown and cream, with a soft, silky texture that appears well-groomed. A small pink bow adorns its head, adding a touch of charm to its expressive face. The dog is lying comfortably on its side on a patterned couch, partially resting on a dark blue blanket. Nearby, a remote control and a silver electronic device are visible, suggesting a cozy, lived-in space. Its relaxed posture and slightly tilted head give it a calm and content demeanor."
n02098413-Lhasa	Lhasa	n02098413_20499.jpg	"The dog is a Lhasa.  
It has long, flowing fur that is predominantly gray and white, with darker patches around the ears and face. The fur frames its expressive dark eyes and small black nose, giving it a gentle and serene expression. The dog is lying down on a wooden floor, appearing relaxed and calm. Its head is slightly tilted, suggesting attentiveness or curiosity. A light-colored collar with a small tag is visible around its neck, adding a subtle detail to its appearance."
n02098413-Lhasa	Lhasa	n02098413_2490.jpg	"The dog is a Lhasa.  
It has long, flowing fur that is light tan in color, covering its face and body in soft waves. The dog is lying on a wooden floor with its front paws resting gently on a white cloth featuring a paw print and the words ""Dog Care"" and ""Veterinary."" Its posture is relaxed, and it appears to be looking slightly upward, giving it a calm and serene expression. Behind the dog, there is a cardboard box partially visible, suggesting an indoor setting, possibly a home or clinic. The overall scene conveys a cozy and peaceful moment."
n02098413-Lhasa	Lhasa	n02098413_7916.jpg	"The dog is a Lhasa.  
It has long, flowing fur that is predominantly white with light tan and dark brown patches around the ears and face. The dog's eyes are dark and expressive, framed by soft, silky hair that partially covers them, giving it a gentle and endearing look. Its mouth is slightly open, revealing a pink tongue, suggesting a happy or relaxed demeanor. The dog appears to be sitting or standing still, facing the camera directly with an attentive expression. The background is blurred and neutral in color, drawing full attention to the dog’s detailed facial features and luxurious coat."
n02098413-Lhasa	Lhasa	n02098413_1719.jpg	"The dog is a Lhasa.  
It has a fluffy, medium-length coat with a mix of light brown and darker shades around its face and ears. The dog’s facial features include expressive dark eyes and a black nose, with long hair framing its muzzle. It is lying down on a white, striped fabric surface, possibly a bed or couch, in a relaxed pose with its front paws tucked beneath its body. A red collar with a small tag is visible around its neck. The overall setting appears cozy and calm, highlighting the dog's gentle demeanor."
n02098413-Lhasa	Lhasa	n02098413_1693.jpg	"The dog is a Lhasa.  
It has long, fluffy white fur with subtle grayish tones around its ears and face, giving it a soft, elegant appearance. The dog is lying comfortably on a beige couch, stretching out with its front paws extended and its tongue slightly sticking out, suggesting a relaxed and happy demeanor. Sunlight streams in from the side, casting gentle shadows and highlighting the texture of its coat. The background includes cushioned fabric and a darkened area behind the dog, creating a cozy indoor atmosphere. Its expressive eyes and perked ears add to its alert yet calm presence."
n02098413-Lhasa	Lhasa	n02098413_1713.jpg	"The dog is a Lhasa.  
It has fluffy, light-colored fur that appears soft and slightly wavy, with darker shading around its nose and eyes. The dog is lying down with its head resting on a small black barrel-shaped object, which it seems to be using as a pillow. Its front paws are draped over the edge of the barrel, and it has a relaxed, sleepy expression. The setting includes a red couch, and part of a person wearing a black top is visible in the background, holding the barrel gently. The overall atmosphere is cozy and calm, suggesting a quiet moment at home."
n02098413-Lhasa	Lhasa	n02098413_17369.jpg	"The dog is a Lhasa.  
It has long, flowing fur that is predominantly white with light beige or tan shading along its back and tail. The fur around its face is slightly darker, framing its expressive dark eyes and black nose. Its tail is curled up over its back, showcasing the thick, fluffy coat typical of the breed. The dog stands on a bed of small pebbles, appearing alert and happy with its mouth slightly open and tongue visible. In the background, there’s a chain-link fence and some greenery, suggesting an outdoor yard or garden setting."
n02098413-Lhasa	Lhasa	n02098413_18317.jpg	"The dog is a Lhasa.  
It has long, wavy, cream-colored fur that covers its body and face, giving it a soft, fluffy appearance. The dog stands alertly on a patch of green grass, with its front legs slightly apart and its tail gently curved behind. Its ears are floppy and covered in thick hair, framing a small, expressive face with dark eyes and a black nose. The background features a neatly trimmed lawn bordered by a low brick wall and some dark green foliage. The overall setting appears to be a peaceful outdoor garden or yard."
n02098413-Lhasa	Lhasa	n02098413_10285.jpg	"The dog is a Lhasa.  
It has long, fluffy fur that is predominantly white with hints of gray and light brown, especially around the ears and face. The dog's facial hair is well-groomed, framing its dark, expressive eyes and small black nose. Its mouth is slightly open, revealing a hint of its teeth, giving it a curious or slightly grumpy expression. The dog appears to be lying down on a beige couch, comfortably settled with its head resting forward. The background is soft and neutral, emphasizing the dog’s detailed features and gentle demeanor."
n02098413-Lhasa	Lhasa	n02098413_3411.jpg	"The dog is a Lhasa.  
It has long, fluffy fur that is predominantly white with gray and black markings, especially around the face and ears. The dog's expressive dark eyes and slightly tilted head give it a curious and attentive expression as it peers out of a window. Its front paws rest on the windowsill, and one paw appears to be wrapped in a bandage with a blue cross symbol. The background reveals a bookshelf filled with books, suggesting an indoor home setting. Sunlight streams through the glass, illuminating the dog’s soft coat and creating a warm, cozy atmosphere."
n02098413-Lhasa	Lhasa	n02098413_8151.jpg	"The dog is a Lhasa.  
It has a fluffy, well-groomed coat with a mix of gray, black, and white fur, particularly around its face and ears. The dog’s expressive dark eyes and slightly open mouth reveal its teeth, giving it a curious or playful expression. It wears a black collar with a silver ring, suggesting it is well-cared for. The background includes a tiled wall with small mosaic tiles and part of a showerhead, indicating the dog is likely in a grooming or bathing area. Its posture is upright and attentive, facing directly toward the camera."
n02098413-Lhasa	Lhasa	n02098413_8214.jpg	"The dog is a Lhasa.  
It has a fluffy, long coat with a mix of gray and white fur, particularly prominent around its face and beard-like muzzle. Its dark, expressive eyes are wide open, giving it an alert and curious expression as it looks upward. The ears are soft and droop down beside its head, blending into the thick fur. The background is softly blurred, suggesting an indoor setting with warm wooden tones, possibly a floor or furniture nearby. The lighting highlights the texture of its fur, emphasizing its well-groomed appearance."
n02098413-Lhasa	Lhasa	n02098413_751.jpg	"The dog is a Lhasa.  
It has long, fluffy white fur that covers its face and ears, giving it a soft and gentle appearance. The dog's dark eyes are partially obscured by the fur, adding to its serene expression. Its nose is black and slightly wet, with some darker fur around the muzzle. The dog is looking slightly to the side, appearing calm and attentive. The background is dark, which contrasts sharply with the dog’s light-colored coat, drawing focus to its facial features."
n02098413-Lhasa	Lhasa	n02098413_4115.jpg	"The dog is a Lhasa.  
It has a fluffy, predominantly white coat with soft, long fur that frames its face and extends around its ears. The dog’s dark, expressive eyes are wide open, giving it an alert and curious expression, while its black nose contrasts sharply against the pale fur. Its mouth is slightly open, revealing small teeth, which adds a playful or relaxed demeanor to its look. The dog appears to be lying down comfortably on a patterned fabric surface, possibly a blanket or cushion, suggesting a cozy indoor setting. The close-up shot emphasizes the dog's gentle features and endearing expression."
n02098413-Lhasa	Lhasa	n02098413_16076.jpg	"The dog is a Lhasa.  
It has long, fluffy cream-colored fur that covers its face and body, giving it a soft, cuddly appearance. Its dark eyes are partially hidden by the fur, and it has a small black nose with a gentle expression. The dog is sitting upright, looking directly at the camera with a calm and attentive demeanor. It appears to be resting on a teal fabric surface, possibly a cushion or blanket, with a bright yellow-green object nearby, perhaps part of a toy or pet bed. The background includes a gray fabric, suggesting a cozy indoor setting."
n02098413-Lhasa	Lhasa	n02098413_8575.jpg	"The dog is a Lhasa.  
It has long, fluffy white fur that covers its body, with slightly darker shading around its face and ears. The dog is wearing a pink and black harness, which stands out against its light coat. It is standing on a paved stone surface, looking to the side with an alert expression. Behind it, there is a grassy area surrounded by bare trees, suggesting a park during late autumn or early spring. The overall atmosphere appears calm and serene, with no other animals or people in sight."
n02098413-Lhasa	Lhasa	n02098413_7286.jpg	"The dog is a Lhasa.  
It has long, flowing white fur that covers its face and ears, giving it a soft, fluffy appearance. The fur around its eyes is slightly darker, framing its dark, expressive eyes. Its nose is black, and its mouth is closed, with a hint of a relaxed expression. The dog appears to be sitting or standing near a window, as a blurred outdoor scene with green grass and a paved path can be seen in the background. The lighting suggests it's daytime, and the dog seems calm and attentive."
n02098413-Lhasa	Lhasa	n02098413_13405.jpg	"The dog is a Lhasa.  
It has long, silky fur that is predominantly gray and white, with some subtle tan markings around the muzzle and cheeks. The dog’s expressive dark eyes are framed by fluffy hair, giving it a gentle and attentive expression. Its ears are long and covered in soft fur, hanging down beside its face. The dog is being held close to a person wearing a green checkered shirt, suggesting a cozy, indoor setting. The lighting is dim, highlighting the dog's facial features and creating a warm, intimate atmosphere."
n02098413-Lhasa	Lhasa	n02098413_6535.jpg	"The dog is a Lhasa.  
This image features two long-haired dogs, both appearing to be Lhasa Apso breeds, sitting on a bed with a colorful patterned blanket. The dog in the foreground has rich, golden-brown fur that flows over its face and body, giving it a regal and somewhat dramatic appearance. The second dog, positioned slightly behind and to the left, has lighter, cream-colored fur and wears a small red bow on its head, adding a touch of charm. Both dogs are sitting upright, gazing forward with alert expressions. The background includes a plain wall with a light switch and a partially visible curtain, suggesting a cozy indoor setting."
n02098413-Lhasa	Lhasa	n02098413_4531.jpg	"The dog is a Lhasa.  
It has a fluffy, long coat that is primarily gray and white, with darker fur around the ears and face. The dog's eyes are wide and expressive, reflecting a hint of light, giving them a glowing appearance. It is sitting upright on a wooden floor, wearing a black collar with a silver buckle. Behind the dog, there is a dark piece of furniture and a gray rug partially visible. The lighting is soft, creating a calm and intimate atmosphere."
n02098413-Lhasa	Lhasa	n02098413_8297.jpg	"The dog is a Lhasa.  
It has long, flowing fur that is predominantly white with light tan markings on its ears and back. The dog's face is framed by soft, silky hair that partially covers its eyes, giving it an expressive and gentle appearance. It is lying down on a cream-colored bedspread, appearing relaxed and comfortable. Its head is slightly tilted upward, and its mouth is open in a way that suggests it might be panting or smiling. The overall setting is cozy and serene, with the soft lighting enhancing the fluffy texture of the dog’s coat."
n02098413-Lhasa	Lhasa	n02098413_1522.jpg	"The dog is a Lhasa.  
It has a fluffy, golden-brown coat with long fur that frames its face and covers its eyes slightly, giving it a gentle, expressive look. The dog is being held close by a person, nestled comfortably in their arms, appearing calm and relaxed. Its ears are soft and droop down beside its head, blending into the thick fur. The background features a grassy outdoor area, suggesting a park or garden setting, with natural daylight illuminating the scene. The overall mood is warm and peaceful, highlighting the bond between the person and the dog."
